Mod:Item:MetaData, Localized Name
minecraft:skull:1, Wither Skeleton Skull
minecraft:skull:2, Zombie Head
minecraft:skull:3, Head
minecraft:skull:4, Creeper Head
minecraft:carrot_on_a_stick, Carrot on a Stick
minecraft:nether_star, Nether Star
minecraft:pumpkin_pie, Pumpkin Pie
minecraft:fireworks, Firework Rocket
minecraft:firework_charge, Firework Star
minecraft:enchanted_book, Enchanted Book
minecraft:comparator, Redstone Comparator
minecraft:netherbrick, Nether Brick
minecraft:quartz, Nether Quartz
minecraft:tnt_minecart, TNT Cart
minecraft:hopper_minecart, Hopper Cart
BuildCraft|Factory:miningWellBlock, Mining Well
BuildCraft|Factory:plainPipeBlock, Mining Pipe
BuildCraft|Factory:autoWorkbenchBlock, Auto Workbench
BuildCraft|Factory:tankBlock, Tank
BuildCraft|Factory:pumpBlock, Pump
BuildCraft|Factory:floodGateBlock, Flood Gate
BuildCraft|Factory:refineryBlock, Refinery
BuildCraft|Factory:blockHopper, Chute
minecraft:iron_horse_armor, Iron Horse Armor
minecraft:golden_horse_armor, Gold Horse Armor
minecraft:diamond_horse_armor, Diamond Horse Armor
minecraft:lead, Lead
minecraft:name_tag, Name Tag
minecraft:command_block_minecart, Minecart with Command Block
ExtrabiomesXL:leaves_1:0, Umber Autumn Leaves
ExtrabiomesXL:leaves_1:1, Goldenrod Autumn Leaves
ExtrabiomesXL:leaves_1:2, Vermillion Autumn Leaves
ExtrabiomesXL:leaves_1:3, Citrine Autumn Leaves
ExtrabiomesXL:plants4, Cattail
ExtrabiomesXL:terrain_blocks2, Cracked Sand
ExtrabiomesXL:flower1:1, Hydrangea
ExtrabiomesXL:flower1:2, Buttercups
ExtrabiomesXL:flower1:3, Lavender
ExtrabiomesXL:flower1:4, Tiny Cactus
ExtrabiomesXL:flower1:6, Toad Stool
ExtrabiomesXL:flower1:7, White Calla Lilies
ExtrabiomesXL:flower2:0, Allium
ExtrabiomesXL:flower2:1, Pink Amaryllis
ExtrabiomesXL:flower2:2, Red Amaryllis
ExtrabiomesXL:flower2:3, White Amaryllis
ExtrabiomesXL:flower2:4, Bachelor's Button
ExtrabiomesXL:flower2:5, Bells of Ireland
ExtrabiomesXL:flower2:6, Bluebell
ExtrabiomesXL:flower2:7, Black Calla Lilies
ExtrabiomesXL:flower2:8, Daisy
ExtrabiomesXL:flower2:9, Dandelion
ExtrabiomesXL:flower2:11, Gardenia
ExtrabiomesXL:flower2:12, Orange Gerbera
ExtrabiomesXL:flower2:13, Pink Gerbera
ExtrabiomesXL:flower2:14, Red Gerbera
ExtrabiomesXL:flower2:15, Yellow Gerbera
ExtrabiomesXL:flower3:0, Pink Oriental Lily
ExtrabiomesXL:flower3:1, Blue Iris
ExtrabiomesXL:flower3:2, Purple Iris
ExtrabiomesXL:flower3:3, Lily
ExtrabiomesXL:flower3:4, Marsh Marigold
ExtrabiomesXL:flower3:5, Pansy
ExtrabiomesXL:flower3:6, Poppy
ExtrabiomesXL:flower3:7, Red Rover
ExtrabiomesXL:flower3:8, Snapdragon
ExtrabiomesXL:flower3:9, Tulip
ExtrabiomesXL:flower3:10, Violet
ExtrabiomesXL:flower3:11, Yarrow
ExtrabiomesXL:flower3:12, Delphinium Belladonna
ExtrabiomesXL:flower3:13, Blue Poppy
ExtrabiomesXL:grass:0, Brown Grass
ExtrabiomesXL:grass:1, Short Brown Grass
ExtrabiomesXL:grass:2, Dead Grass
ExtrabiomesXL:grass:3, Tall Dead Grass
ExtrabiomesXL:grass:4, Dead Yellow Grass
ExtrabiomesXL:leaves_4:0, Fir Leaves
ExtrabiomesXL:leaves_4:1, Redwood Leaves
ExtrabiomesXL:leaves_4:2, Acacia Leaves
ExtrabiomesXL:leaves_4:3, Cypress Leaves
ExtrabiomesXL:leaves_2:0, Bald Cypress Leaves
ExtrabiomesXL:leaves_2:1, Japanese Maple Leaves
ExtrabiomesXL:leaves_2:2, Japanese Maple Shrub Leaves
ExtrabiomesXL:leaves_2:3, Rainbow Eucalyptus Leaves
ExtrabiomesXL:leaves_3:0, Sakura Leaves
ExtrabiomesXL:leaf_pile, Leaf Pile
ExtrabiomesXL:terrain_blocks1:0, Red Rock
ExtrabiomesXL:terrain_blocks1:1, Red Cobblestone
ExtrabiomesXL:terrain_blocks1:2, Red Rock Brick
ExtrabiomesXL:saplings_1:0, Umber Autumn Sapling
ExtrabiomesXL:saplings_1:1, Goldenrod Autumn Sapling
ExtrabiomesXL:saplings_1:2, Vermillion Autumn Sapling
ExtrabiomesXL:saplings_1:3, Citrine Autumn Sapling
ExtrabiomesXL:saplings_1:4, Fir Sapling
ExtrabiomesXL:saplings_1:5, Redwood Sapling
ExtrabiomesXL:saplings_1:6, Acacia Sapling
ExtrabiomesXL:saplings_1:7, Cypress Sapling
ExtrabiomesXL:saplings_2:0, Bald Cypress Sapling
ExtrabiomesXL:saplings_2:1, Japanese Maple Sapling
ExtrabiomesXL:saplings_2:2, Japanese Maple Shrub Sapling
ExtrabiomesXL:saplings_2:3, Rainbow Eucalyptus Sapling
ExtrabiomesXL:saplings_2:4, Sakura Sapling
ExtrabiomesXL:log1:0, Fir Log
ExtrabiomesXL:log1:1, Acacia Log
ExtrabiomesXL:log1:2, Cypress Log
ExtrabiomesXL:log1:3, Japanese Maple Log
ExtrabiomesXL:log2:0, Rainbow Eucalyptus Log
ExtrabiomesXL:log2:1, Autumn Log
ExtrabiomesXL:log2:2, Bald Cypress Log
ExtrabiomesXL:log2:3, Redwood Log
ExtrabiomesXL:mini_log_1, tile.extrabiomes.log.name
ExtrabiomesXL:cornerlog_baldcypress, Bald Cypress Quarter Log
ExtrabiomesXL:cornerlog_rainboweucalyptus, Rainbow Eucalyptus Quarter Log
ExtrabiomesXL:cornerlog_oak, Oak Quarter Log
ExtrabiomesXL:cornerlog_fir, Fir Quarter Log
ExtrabiomesXL:cornerlog_redwood, Redwood Quarter Log
ExtrabiomesXL:log_elbow_baldcypress, Bald Cypress Elbow Log
ExtrabiomesXL:log_elbow_rainbow_eucalyptus, Rainbow Eucalyptus Elbow Log
ExtrabiomesXL:vines, Gloriosa
ExtrabiomesXL:waterplant1:0, Eelgrass
ExtrabiomesXL:tile.extrabiomes.crop.strawberry, Strawberries
ExtrabiomesXL:quicksand, Quicksand
ExtrabiomesXL:planks:0, Redwood Planks
ExtrabiomesXL:planks:1, Fir Wood Planks
ExtrabiomesXL:planks:2, Acacia Wood Planks
ExtrabiomesXL:planks:3, Cypress Wood Planks
ExtrabiomesXL:planks:4, Japanese Maple Wood Planks
ExtrabiomesXL:planks:5, Rainbow Eucalyptus Wood Planks
ExtrabiomesXL:planks:6, Autumn Wood Planks
ExtrabiomesXL:planks:7, Bald Cypress Wood Planks
ExtrabiomesXL:planks:8, Sakura Wood Planks
ExtrabiomesXL:woodslab2:0, Sakura Slab
ExtrabiomesXL:woodslab:0, Redwood Slab
ExtrabiomesXL:woodslab:1, Fir Wood Slab
ExtrabiomesXL:woodslab:2, Acacia Wood Slab
ExtrabiomesXL:woodslab:3, Cypress Slab
ExtrabiomesXL:woodslab:4, Japanese Maple Slab
ExtrabiomesXL:woodslab:5, Rainbow Eucalyptus Slab
ExtrabiomesXL:woodslab:6, Autumn Slab
ExtrabiomesXL:woodslab:7, Bald Cypress Slab
ExtrabiomesXL:stairs.redwood, Redwood Stairs
ExtrabiomesXL:stairs.fir, Fir Wood Stairs
ExtrabiomesXL:stairs.acacia, Acacia Wood Stairs
ExtrabiomesXL:stairs.rainboweucalyptus, Rainbow Eucalyptus Stairs
ExtrabiomesXL:stairs.cypress, Cypress Stairs
ExtrabiomesXL:stairs.baldcypress, Bald Cypress Stairs
ExtrabiomesXL:stairs.japanesemaple, Japanese Maple Stairs
ExtrabiomesXL:stairs.autumn, Autumn Stairs
ExtrabiomesXL:stairs.sakurablossom, Sakura Stairs
ExtrabiomesXL:slabRedRock:0, Red Cobblestone Slab
ExtrabiomesXL:slabRedRock:1, Red Rock Slab
ExtrabiomesXL:slabRedRock:2, Red Rock Brick Slab
ExtrabiomesXL:stairsRedCobble, Red Cobblestone Stairs
ExtrabiomesXL:redrockbrick, Red Rock Brick Stairs
ExtrabiomesXL:wall:0, Red Cobblestone Wall
ExtrabiomesXL:fence:2, Baldcypress Fence
ExtrabiomesXL:fence:6, Rainbow Eucalyptus Fence
ExtrabiomesXL:fence:7, Redwood Fence
ExtrabiomesXL:fence:3, Cypress Fence
ExtrabiomesXL:fence:1, Autumn Fence
ExtrabiomesXL:fence:4, Fir Fence
ExtrabiomesXL:fence:5, Japanese Maple Fence
ExtrabiomesXL:fence:0, Acacia Fence
ExtrabiomesXL:fence:8, Sakura Fence
ExtrabiomesXL:door_acacia, Acacia Door
ExtrabiomesXL:door_autumn, Autumn Door
ExtrabiomesXL:door_baldcypress, Baldcypress Door
ExtrabiomesXL:door_cypress, Cypress Door
ExtrabiomesXL:door_fir, Fir Door
ExtrabiomesXL:door_japanesemaple, Japanese Maple Door
ExtrabiomesXL:door_rainboweucalyptus, Rainbow Eucalyptus Door
ExtrabiomesXL:door_redwood, Redwood Door
ExtrabiomesXL:door_sakura, Sakura Door
ExtrabiomesXL:fencegate_acacia, Acacia Fence Gate
ExtrabiomesXL:fencegate_autumn, Autumn Fence Gate
ExtrabiomesXL:fencegate_baldcypress, Baldcypress Fence Gate
ExtrabiomesXL:fencegate_cypress, Cypress Fence Gate
ExtrabiomesXL:fencegate_fir, Fir Fence Gate
ExtrabiomesXL:fencegate_japanesemaple, Japanese Maple Fence Gate
ExtrabiomesXL:fencegate_rainboweucalyptus, Rainbow Eucalyptus Fence Gate
ExtrabiomesXL:fencegate_redwood, Redwood Fence Gate
ExtrabiomesXL:fencegate_sakura, Sakura Fence Gate
HardcoreEnderExpansion:enhanced_tnt, TNT
HardcoreEnderExpansion:end_powder_ore, End Powder Ore
HardcoreEnderExpansion:void_chest, Void Chest
HardcoreEnderExpansion:end_stone_terrain:0, Infested End Stone
HardcoreEnderExpansion:end_stone_terrain:1, Burned End Stone
HardcoreEnderExpansion:end_stone_terrain:2, Enchanted End Stone
HardcoreEnderExpansion:laboratory_stairs, Laboratory Stairs
HardcoreEnderExpansion:death_flower_pot, tile.flowerPot.name
HardcoreEnderExpansion:obsidian_stairs, Obsidian Stairs
HardcoreEnderExpansion:stardust_ore, Stardust Ore
HardcoreEnderExpansion:death_flower:0, Death Flower
HardcoreEnderExpansion:death_flower:15, Death Flower
HardcoreEnderExpansion:decomposition_table, Decomposition Table
HardcoreEnderExpansion:laboratory_obsidian, Laboratory Obsidian
HardcoreEnderExpansion:corrupted_energy_high, Unnamed Block, report to mod author.
HardcoreEnderExpansion:ravaged_brick_glow, Glowing Ravaged Brick
HardcoreEnderExpansion:dungeon_puzzle:13, Dungeon Puzzle (Wall)
HardcoreEnderExpansion:dungeon_puzzle:14, Dungeon Puzzle (Rock)
HardcoreEnderExpansion:dungeon_puzzle:15, Dungeon Puzzle (Ceiling)
HardcoreEnderExpansion:dungeon_puzzle:12, Dungeon Puzzle (Disabled)
HardcoreEnderExpansion:dungeon_puzzle:0, Dungeon Puzzle (Triggerable - Unlit)
HardcoreEnderExpansion:dungeon_puzzle:1, Dungeon Puzzle (Triggerable - Lit)
HardcoreEnderExpansion:dungeon_puzzle:2, Dungeon Puzzle (Non-triggerable - Unlit)
HardcoreEnderExpansion:dungeon_puzzle:3, Dungeon Puzzle (Non-triggerable - Lit)
HardcoreEnderExpansion:dungeon_puzzle:4, Dungeon Puzzle (Distributor - Spread - Unlit)
HardcoreEnderExpansion:dungeon_puzzle:5, Dungeon Puzzle (Distributor - Spread - Lit)
HardcoreEnderExpansion:dungeon_puzzle:6, Dungeon Puzzle (Distributor - Square - Unlit)
HardcoreEnderExpansion:dungeon_puzzle:7, Dungeon Puzzle (Distributor - Square - Lit)
HardcoreEnderExpansion:laboratory_floor, Laboratory Floor
HardcoreEnderExpansion:custom_spawner, Monster Spawner
HardcoreEnderExpansion:cinder, Cinder
HardcoreEnderExpansion:spooky_leaves, Spooky Leaves
HardcoreEnderExpansion:igneous_rock_ore, Igneous Rock Ore
HardcoreEnderExpansion:enderman_head_block, Enderman Head
HardcoreEnderExpansion:obsidian_end, Falling Obsidian
HardcoreEnderExpansion:endium_ore, Endium Ore
HardcoreEnderExpansion:crossed_decoration:2, Thorny Bush
HardcoreEnderExpansion:crossed_decoration:3, Infested Bush
HardcoreEnderExpansion:crossed_decoration:4, Infested Fern
HardcoreEnderExpansion:crossed_decoration:5, Infested Grass
HardcoreEnderExpansion:crossed_decoration:6, Lilyfire
HardcoreEnderExpansion:crossed_decoration:7, Tall Violet Moss
HardcoreEnderExpansion:crossed_decoration:8, Moderate Violet Moss
HardcoreEnderExpansion:crossed_decoration:9, Short Violet Moss
HardcoreEnderExpansion:crossed_decoration:10, Flameweed
HardcoreEnderExpansion:crossed_decoration:11, Flameweed
HardcoreEnderExpansion:crossed_decoration:12, Flameweed
HardcoreEnderExpansion:crossed_decoration:13, Shadow Orchid
HardcoreEnderExpansion:obsidian_special:0, Smooth Obsidian
HardcoreEnderExpansion:obsidian_special:1, Chiseled Obsidian
HardcoreEnderExpansion:obsidian_special:2, Obsidian Pillar
HardcoreEnderExpansion:block_special_effects:1, specialEffects.1.name
HardcoreEnderExpansion:block_special_effects:2, specialEffects.2.name
HardcoreEnderExpansion:block_special_effects:3, specialEffects.3.name
HardcoreEnderExpansion:block_special_effects:4, specialEffects.4.name
HardcoreEnderExpansion:block_special_effects:5, specialEffects.5.name
HardcoreEnderExpansion:experience_table, Experience Table
HardcoreEnderExpansion:ravaged_brick:0, Ravaged Brick
HardcoreEnderExpansion:ravaged_brick:1, Ravaged Brick
HardcoreEnderExpansion:ravaged_brick:2, Ravaged Brick
HardcoreEnderExpansion:ravaged_brick:3, Ravaged Brick
HardcoreEnderExpansion:ravaged_brick:4, Ravaged Brick
HardcoreEnderExpansion:ravaged_brick:5, Ravaged Brick
HardcoreEnderExpansion:sphalerite:0, Sphalerite
HardcoreEnderExpansion:sphalerite:1, Sphalerite with Stardust
HardcoreEnderExpansion:ravaged_brick_fence, Ravaged Brick Fence
HardcoreEnderExpansion:biome_core, tile.biomeIslandCore.name
HardcoreEnderExpansion:essence_altar:0, Basic Essence Altar
HardcoreEnderExpansion:essence_altar:1, Dragon Essence Altar
HardcoreEnderExpansion:essence_altar:2, Fiery Essence Altar
HardcoreEnderExpansion:essence_altar:3, Spectral Essence Altar
HardcoreEnderExpansion:obsidian_special_glow:0, Smooth Glowing Obsidian
HardcoreEnderExpansion:obsidian_special_glow:1, Chiseled Glowing Obsidian
HardcoreEnderExpansion:obsidian_special_glow:2, Glowing Obsidian Pillar
HardcoreEnderExpansion:ravaged_brick_slab:0, Ravaged Brick Slab
HardcoreEnderExpansion:persegrit:0, Persegrit
HardcoreEnderExpansion:persegrit:1, Persegrit
HardcoreEnderExpansion:persegrit:2, Persegrit
HardcoreEnderExpansion:persegrit:3, Persegrit
HardcoreEnderExpansion:persegrit:4, Persegrit
HardcoreEnderExpansion:persegrit:5, Persegrit
HardcoreEnderExpansion:persegrit:6, Persegrit
HardcoreEnderExpansion:persegrit:7, Persegrit
HardcoreEnderExpansion:persegrit:8, Persegrit
HardcoreEnderExpansion:persegrit:9, Persegrit
HardcoreEnderExpansion:persegrit:10, Persegrit
HardcoreEnderExpansion:persegrit:11, Persegrit
HardcoreEnderExpansion:persegrit:12, Persegrit
HardcoreEnderExpansion:persegrit:13, Persegrit
HardcoreEnderExpansion:persegrit:14, Persegrit
HardcoreEnderExpansion:persegrit:15, Persegrit
HardcoreEnderExpansion:endium_block, Endium Block
HardcoreEnderExpansion:corrupted_energy_low, Unnamed Block, report to mod author.
HardcoreEnderExpansion:transport_beacon, Transport Beacon
HardcoreEnderExpansion:energy_extraction_table, Extraction Table
HardcoreEnderExpansion:laboratory_glass, Laboratory Glass
HardcoreEnderExpansion:spooky_log, Spooky Log
HardcoreEnderExpansion:energy_cluster, Energy Cluster
HardcoreEnderExpansion:enhanced_brewing_stand_block, tile.brewingStand.name
HardcoreEnderExpansion:ender_goo, Ender Goo
HardcoreEnderExpansion:temple_end_portal, tile.templeEndPortal.name
HardcoreEnderExpansion:ravaged_brick_smooth, Smooth Ravaged Brick
HardcoreEnderExpansion:ravaged_brick_stairs, Ravaged Brick Stairs
HardcoreEnderExpansion:accumulation_table, Accumulation Table
HardcoreEnderExpansion:laser_beam, tile.laserBeam.name
HardcoreEnderExpansion:instability_orb_ore, Instability Orb Ore
IC2:blockOreCopper, ic2.blockOreCopper.name
IC2:blockOreTin, ic2.blockOreTin.name
IC2:blockOreUran, ic2.blockOreUran.name
IC2:blockOreLead, ic2.blockOreLead.name
IC2:blockRubWood, ic2.blockRubWood.name
IC2:blockRubLeaves, ic2.blockRubLeaves.name
IC2:blockRubSapling, ic2.blockRubSapling.name
IC2:blockHarz, ic2.blockHarz.name
IC2:blockRubber, ic2.blockRubber.name
IC2:blockFenceIron, ic2.blockFenceIron.name
IC2:blockAlloy, ic2.blockAlloy.name
IC2:blockBasalt, ic2.blockBasalt.name
IC2:blockAlloyGlass, ic2.blockAlloyGlass.name
IC2:blockDoorAlloy, tile.blockDoorAlloy.name
IC2:blockReinforcedFoam, ic2.blockReinforcedFoam.name
IC2:blockFoam, ic2.blockFoam.name
IC2:blockWall, ic2.blockWall.name
IC2:blockScaffold, ic2.blockScaffold.name
IC2:blockIronScaffold, ic2.blockIronScaffold.name
IC2:blockMetal:0, ic2.blockMetalCopper
IC2:blockMetal:1, ic2.blockMetalTin
IC2:blockMetal:2, ic2.blockMetalBronze
IC2:blockMetal:3, ic2.blockMetalUranium
IC2:blockMetal:4, ic2.blockMetalLead
IC2:blockMetal:5, ic2.blockMetalAdvIron
IC2:blockCable, ic2.blockCable.name
IC2:blockKineticGenerator:0, ic2.blockWindKineticGenerator
IC2:blockKineticGenerator:1, ic2.blockSteamKineticGenerator
IC2:blockKineticGenerator:2, ic2.blockElectricKineticGenerator
IC2:blockKineticGenerator:3, ic2.blockManualKineticGenerator
IC2:blockKineticGenerator:4, ic2.blockWaterKineticGenerator
IC2:blockKineticGenerator:5, ic2.blockStirlingKineticGenerator
IC2:blockHeatGenerator:0, ic2.blockSolidHeatGenerator
IC2:blockHeatGenerator:1, ic2.blockFluidHeatGenerator
IC2:blockHeatGenerator:2, ic2.blockRTHeatGenerator
IC2:blockHeatGenerator:3, ic2.blockElectricHeatGenerator
IC2:blockGenerator:0, ic2.blockGenerator
IC2:blockGenerator:1, ic2.blockGeoGenerator
IC2:blockGenerator:2, ic2.blockWaterGenerator
IC2:blockGenerator:3, ic2.blockSolarGenerator
IC2:blockGenerator:4, ic2.blockWindGenerator
IC2:blockGenerator:5, ic2.blockNuclearReactor
IC2:blockGenerator:6, ic2.blockRTGenerator
IC2:blockGenerator:7, ic2.blockSemifluidGenerator
IC2:blockGenerator:8, ic2.blockStirlingGenerator
IC2:blockGenerator:9, ic2.blockKineticGenerator
IC2:blockReactorChamber, ic2.blockReactorChamber.name
IC2:blockReactorFluidPort, ic2.blockReactorFluidPort.name
IC2:blockReactorAccessHatch, ic2.blockReactorAccessHatch.name
IC2:blockReactorRedstonePort, ic2.blockReactorRedstonePort.name
IC2:blockreactorvessel, ic2.blockreactorvessel.name
IC2:blockElectric:3, ic2.blockTransformerLV
IC2:blockElectric:4, ic2.blockTransformerMV
IC2:blockElectric:5, ic2.blockTransformerHV
IC2:blockElectric:6, ic2.blockTransformerEV
IC2:blockElectric:0, ic2.blockBatBox
IC2:blockElectric:7, ic2.blockCESU
IC2:blockElectric:1, ic2.blockMFE
IC2:blockElectric:2, ic2.blockMFSU
IC2:blockElectric:0, ic2.blockBatBox
IC2:blockElectric:7, ic2.blockCESU
IC2:blockElectric:1, ic2.blockMFE
IC2:blockElectric:2, ic2.blockMFSU
IC2:blockChargepad:0, ic2.blockChargepadBatBox
IC2:blockChargepad:1, ic2.blockChargepadCESU
IC2:blockChargepad:2, ic2.blockChargepadMFE
IC2:blockChargepad:3, ic2.blockChargepadMFSU
IC2:blockChargepad:0, ic2.blockChargepadBatBox
IC2:blockChargepad:1, ic2.blockChargepadCESU
IC2:blockChargepad:2, ic2.blockChargepadMFE
IC2:blockChargepad:3, ic2.blockChargepadMFSU
IC2:blockMachine:0, ic2.blockMachine
IC2:blockMachine:1, ic2.blockIronFurnace
IC2:blockMachine:2, ic2.blockElecFurnace
IC2:blockMachine:3, ic2.blockMacerator
IC2:blockMachine:4, ic2.blockExtractor
IC2:blockMachine:5, ic2.blockCompressor
IC2:blockMachine:6, ic2.blockCanner
IC2:blockMachine:7, ic2.blockMiner
IC2:blockMachine:8, ic2.blockPump
IC2:blockMachine:9, ic2.blockMagnetizer
IC2:blockMachine:10, ic2.blockElectrolyzer
IC2:blockMachine:11, ic2.blockRecycler
IC2:blockMachine:12, ic2.blockAdvMachine
IC2:blockMachine:13, ic2.blockInduction
IC2:blockMachine:14, ic2.blockMatter
IC2:blockMachine:15, ic2.blockTerra
IC2:blockMachine2:0, ic2.blockTeleporter
IC2:blockMachine2:1, ic2.blockTesla
IC2:blockMachine2:2, ic2.blockCropmatron
IC2:blockMachine2:3, ic2.blockCentrifuge
IC2:blockMachine2:4, ic2.blockMetalFormer
IC2:blockMachine2:5, ic2.blockOreWashingPlant
IC2:blockMachine2:6, ic2.blockPatternStorage
IC2:blockMachine2:7, ic2.blockScanner
IC2:blockMachine2:8, ic2.blockReplicator
IC2:blockMachine2:9, ic2.blockSolidCanner
IC2:blockMachine2:10, ic2.blockFluidBottler
IC2:blockMachine2:11, ic2.blockAdvMiner
IC2:blockMachine2:12, ic2.blockLiquidHeatExchanger
IC2:blockMachine2:13, ic2.blockFermenter
IC2:blockMachine2:14, ic2.blockFluidRegulator
IC2:blockMachine2:15, ic2.blockCondenser
IC2:blockMachine3:0, ic2.blockSteamGenerator
IC2:blockMachine3:1, ic2.blockBlastFurnace
IC2:blockMachine3:2, ic2.blockBlockCutter
IC2:blockMachine3:3, ic2.blockSolarDestiller
